,title,beds,bath,adress,price,area
2042,"Amazing Flat Of 650 Sq Ft Is Up For Rent In Mohammadpur, Shahjahan Road",2.0,2.0,"mohammadpur,dhaka",15000.0,650
2043,Look At This Nice 1450 Sq Ft Flat Is Up For Rent At West Khulshi R/a,3.0,3.0,"westkhulshir/a,no.northpahartaliward,chattogram",16000.0,1450
2044,This 1500 Square Feet Apartment Ready For Rent At Halishahar Cantonment .,3.0,3.0,"halishaharcantonment,no.northhalishaharward,halishahar,chattogram",25000.0,1500
2045,A Decent 1100 Sq Ft Flat Which Is Now For Rent In Halishahar,2.0,2.0,"halishaharhousingestate,no.northhalishaharward,halishahar,chattogram",14000.0,1100
2046,"At Dakshin Kattali, Suitable Apartment Is Up For Rent Which Is 700 Sq Ft",2.0,2.0,"uttarnathpara,pahartali,no.southkattaliward,chattogram",11000.0,700
2047,Well Constructed Residential Flat For Rent In 30 No. East Madarbari Ward.,2.0,2.0,"no.eastmadarbariward,chattogram",15000.0,900
2048,"Available In Halishahar Housing Estate, A 900 Sq. Ft Apartment For Rent.",2.0,2.0,"halishaharhousingestate,no.northhalishaharward,halishahar,chattogram",13000.0,900
2049,Affordable and nice flat is up for rent in Kallyanpur which is 1200 SQ FT,3.0,2.0,"kallyanpur,mirpur,dhaka",16500.0,1200
2050,Affordable And Cozy 2 Bedroom Flat Is Up For Rent In The Location Of 28 No. Pathantooly Ward Close To Government Commerce College.,2.0,2.0,"kapuriyapara,no.pathantoolyward,doublemooring,chattogram",18000.0,1000
2051,"Choose your destination, 800 SQ FT apartment which is available to Rent in Middle Paikpara",2.0,2.0,"mirpur,dhaka",12000.0,800
2052,1300 Sq. ft Large Apartment Is Available For Rent In Dakshin Kattali Which Is Tailored To Your Highest Standards,3.0,3.0,"no.southkattaliward,chattogram",20000.0,1300
2053,Perfectly Planned 3 Bedroom Flat Is Up For Rent In Shah Ali Bag,3.0,3.0,"shahalibag,section,mirpur,dhaka",20000.0,1360
2054,"For The Lifestyle You Deserve – 800 Sq Ft Home For Rent In Sector 14, Uttara",2.0,2.0,"uttara,dhaka",18500.0,800
2055,We Are Pleased To Offer This Moderate 1100 Sq Ft Apartment In Dakkhin Paikpara.,3.0,3.0,"paikpara,mirpur,dhaka",18000.0,1100
2056,For Rental Purpose This Nice 1525 Sq. Ft Flat Is Now Available In Mirpur -2nd Colony.,3.0,4.0,"ndcolony,mirpur,dhaka",25000.0,1525
2057,Reside Peacefully In This Unique 1800 Sq Ft Flat For Rent In Banasree » Block D,3.0,3.0,"banasree,dhaka",55000.0,1800
2058,"Take This Nice 1450 Sq Ft Rental Apartment In Middle Paikpara, To Fulfill Your Wish",3.0,3.0,"middlepaikpara,mirpur,dhaka",22000.0,1450
2059,Use Your Time Perfectly To Take This 1600 Sq Ft Apartment For Rent In Pc Culture Housing,3.0,3.0,"pcculturehousing,mohammadpur,dhaka",25000.0,1600
2060,This Flat Is Now Vacant For Rent In Saraipara Close To Saraipara City Corporation High School,2.0,2.0,"pahartali,no.saraiparaward,doublemooring,chattogram",10000.0,1180
2061,For Rental purpose nice 1180 SQ FT flat is now up to Rent in Jagannathpur,3.0,3.0,"jagannathpur,badda,dhaka",18000.0,1180
2062,"Looking for a beautiful flat to rent in 15 No. Bagmoniram Ward, check this one which is 1700 SQ FT",3.0,4.0,"dampara,no.bagmoniramward,chattogram",28000.0,1700
2063,A well-sized 1500 SQ FT residential apartment is available for rent at Uttara,3.0,4.0,"priyankacity,uttara,dhaka",25000.0,1500
2064,900 Sq Ft Ready Comfortable Flat Is Now Up For Rent At West Sholosohor .,2.0,2.0,"jangalpara,no.westsholoshohorward,chattogram",15000.0,900
2065,"3800 Sq Ft Wonderful Flat For Rent In Baridhara, Block K",4.0,4.0,"baridhara,dhaka",450000.0,3800
2066,Visit This 3800 Sq Ft Ready Flat For Rent In Baridhara,4.0,4.0,"baridhara,dhaka",450000.0,3800
2067,"Great News! In The Suitable Location Of Aftab Nagar, An Eye-catching Flat Of 1300 Sq Ft Is Up For Rent",3.0,3.0,"aftabnagar,dhaka",40000.0,1300
2068,"Wonderful Flat Of 1300 Sq Ft Is Available For Rent In Mirpur Section 1, Shah Ali Bag",3.0,3.0,"section,mirpur,dhaka",20000.0,1300
2069,"An Apartment With A View Is Ready For Rent At Uttara , Very Near To RUAP Masjid",3.0,3.0,"rajukuttaraapartmentproject,uttara,dhaka",15000.0,1654
2070,"Now You Can Afford To Dwell Well, Check This 1100 Sq Ft Flat In Adabor",3.0,3.0,"baitulamanhousingsociety,adabor,dhaka",18000.0,1100
2071,Offering You A Nice Flat For Rent In Kazir Dewri Near Central Public School & College,3.0,3.0,"kazirdewri,chattogram",30000.0,1400
2072,1300 SQ FT flat for Rent in Muradpur near Muradpur Jame Masjid,3.0,3.0,"nasirabadhousingsociety,muradpur,chattogram",30000.0,1300
2073,This 1100 Sq Ft Nice Apartment Is For Rent At South Khulshi,2.0,2.0,"southkhulshi,khulshi,chattogram",20000.0,1100
2074,This Home In Mohammadpur Is Up For Rent In A Wonderful Neighborhood Near Prominent Housing Baitul Abrar Jame Masjid,3.0,2.0,"pcculturehousing,mohammadpur,dhaka",16000.0,1000
2075,Available Residential Apartment At West Raza bazar Road Is Up For Rent.,2.0,2.0,"rajabazar,tejgaon,dhaka",24000.0,750
2076,"An Apartment Is Ready For Rent At Uttara , Near Rajuk Uttara Ideal High School.",2.0,2.0,"uttara,dhaka",21000.0,850
2077,"An Apartment Is Up For Rent In Uttara , Near Gausul Azam Jameh Mosjid",2.0,2.0,"uttara,dhaka",17000.0,950
2078,An Apartment Is Up For Rent At Adabor Near Baitul Aman Housing Society Jame Mosque,2.0,2.0,"baitulamanhousingsociety,adabor,dhaka",16000.0,850
2079,"Including 3 Bedrooms Apartment Is Ready For Rent At Uttara, Near Gausul Azam Jameh Mosjid",3.0,3.0,"uttara,dhaka",20000.0,1100
2080,1550 Sq Ft An Apartment Is Up For rent At Bashundhara R-A Near Baitul Jannat Jame Masjid,3.0,3.0,"bashundharar-a,dhaka",25000.0,1550
2081,"Obtain Your New Residence At This 1250 Sq Ft Flat, Up For Rent At Nobodoy Housing Society",3.0,3.0,"nobodoyhousingsociety,mohammadpur,dhaka",18000.0,1250
2082,A Nice Flat Is Up For Rent In A Serene Environment Located In 11 No. South Kattali Ward,2.0,2.0,"no.southkattaliward,chattogram",10000.0,700
2083,Looking For A Tasteful Home To Rent In 11 No. South Kattali Ward? Check This One Which Is 1300 Sq Ft,3.0,3.0,"no.southkattaliward,chattogram",14000.0,1300
2084,"Checkout This 1100 Sq Ft Apartment For Rent In Aftab Nagar, Block E",2.0,2.0,"aftabnagar,dhaka",18000.0,1100
2085,Flat For Rent In Bayazid Near Roufabad Colony Mosque,3.0,3.0,"bayazid,chattogram",16000.0,1700
2086,Visit This 1300 Sq Ft Flat Up For Rent In Aftab Nagar,3.0,3.0,"aftabnagar,dhaka",21000.0,1300
2087,Look At This 1300 Sq Ft Flat For Rent In Aftab Nagar,3.0,3.0,"aftabnagar,dhaka",21000.0,1300
2088,"View This 1100 Sq Ft Apartment For Rent In Aftab Nagar, Block E",2.0,2.0,"aftabnagar,dhaka",18000.0,1100
2089,Finely Constructed 1950 Sq Ft Flat For Rent In Bashundhara R/a Nearby Mehedi Mart,3.0,3.0,"bashundharar-a,dhaka",35000.0,1950
2090,1100 Sq Ft Flat For Rent In Bayazid- Khaza Goribe Newaz R/A,3.0,2.0,"kamrabadroad,aturardepo,bayazid,chattogram",12000.0,1100
2091,800 Sq Ft Cozy Apartment Is Available For Rent In East Rampura,2.0,2.0,"eastrampura,rampura,dhaka",16000.0,800
2092,A Decent 700 Sq Ft Flat Is Now To Rent In Dakshin Kattali,2.0,2.0,"dakshinkattali,no.southkattaliward,chattogram",15000.0,700
2093,"In The Location Of North Nalapara Road, 800 Sq. ft Apartment Is Up To Rent.",2.0,2.0,"no.eastmadarbariward,chattogram",19000.0,800
2094,1200 Sq Ft Nice Apartment Is For Rent In Agargaon,3.0,3.0,"westagargaon,agargaon,dhaka",22000.0,1200
2095,"Built With Modern Amenities, This 1150 Sq. Ft Medium Size Flat For Rent In Mirpur Near Hazrat Shah Ali Mohila College.",3.0,3.0,"shahalibag,section,mirpur,dhaka",20000.0,1150
2096,Acquire This 1200 Sq Ft With 3 Bedrooms Flat Which Is Up For Rent In Mirpur Beside To Mirpur Holy Crescent Hospital (Pvt. ) Ltd.,3.0,3.0,"shahalibag,section,mirpur,dhaka",17000.0,1200
2097,"At Namapara Next To Boatghat Jame Mosjid, This 1300 Sq Ft Nice Flat Is Up For Rent Within Your Affordability.",3.0,3.0,"namapara,khilkhet,dhaka",15000.0,1300
2098,Make This 800 Square Feet Apartment Yours By Renting It In Middle Paikpara,2.0,2.0,"middlepaikpara,mirpur,dhaka",10000.0,800
2099,"1400 Square Feet Residential Apartment Is Up For Rent At Uttara, Sector 15",3.0,3.0,"uttara,dhaka",24000.0,1400
2100,"1150 Square Feet Apartment For Rent In The Locality Of Adabor, Baitul Aman Housing Society",3.0,3.0,"baitulamanhousingsociety,adabor,dhaka",18000.0,1150
2101,We Have A 500 Sq Ft Ready Flat For Rent In Mohammadpur Nearby Jame Masjid Mohammadpur,1.0,1.0,"pcculturehousing,mohammadpur,dhaka",12000.0,500
2102,1650 SQ FT flat is now Vacant to rent in Halishahar,3.0,3.0,"halishaharcantonment,no.northhalishaharward,halishahar,chattogram",23000.0,1650
2103,A Nice Flat Comes With 1100 Sq Ft Space For Rent In The Location Of Gulbag R/a,2.0,3.0,"gulbagresidentialarea,no.northagrabadward,doublemooring,chattogram",17000.0,1100
2104,Offering You 1750 Sq Ft Flat For Rent In Agargaon,4.0,4.0,"taltola,agargaon,dhaka",30000.0,1750
2105,Create Your Home In A 720 Sq Ft Apartment For Rent In Mohammadpur,2.0,2.0,"azizmoholla,mohammadpur,dhaka",15000.0,720
2106,This 1271 Sq. Ft. Convenient Flat Is For Rent In Mirpur 1 Beside To Janata Housing Jame Moshjid.,3.0,3.0,"janatahousing,shahalibag,section,mirpur,dhaka",18000.0,1271
2107,An Adequate Residence Is Up For Rent In Mirpur- 12 With Satisfactory Price Near Pallabi Mohila Degree College,2.0,2.0,"section,mirpur,dhaka",16000.0,650
2108,"Visit This Nice 1000 Sq Ft Ready Flat Which Is Vacant For Rent At Bayazid, Nasirabad",2.0,2.0,"rahmannagar,nasirabad,bayazid,chattogram",13000.0,1000
2109,2508 Square Feet Furnished Apartment For Rent In Gulshan 1,3.0,3.0,"gulshan,gulshan,dhaka",140000.0,2508
2110,"Flat For Rent In Shahjadpur, Near Southeast Bank Limited.",3.0,2.0,"badda,dhaka",23000.0,1250
2111,"This 800 Sq Ft Flat Is Up For Rent Within Your Affordability, Is Located At Mansurabad Housing Society, Adabor",2.0,2.0,"mansurabadhousingsociety,adabor,dhaka",15000.0,800
2112,Take This Rental Property Of 750 Sq Ft Which Is Vacant Right Now At Nikunja 2,2.0,2.0,"nikunja,nikunja,dhaka",20000.0,750
2113,Obtain Your New Residence At This 1040 Sq Ft Apartment Up For Rent At Bayazid Nearby Al Amin Masjid.,2.0,2.0,"greenvalley,bayazid,chattogram",12000.0,1040
2114,This Flat Is Up For Rent At Uttara Nearby Lubana General Hospital & Uttara Cardiac Center,2.0,2.0,"uttara,dhaka",20000.0,850
2115,Check This Nice Flat For Rent At Mehidibag Nearby Max Hospital & Diagnostic Ltd.,2.0,3.0,"mehidibag,no.bagmoniramward,chattogram",18000.0,900
2116,Check This Apartment Is Up For Rent At Baridhara Very Near To Ab Bank Limited,3.0,4.0,"baridhara,dhaka",150000.0,2400
2117,An Apartment For Rent Is All Set For You To Settle In Uttara Close To Trust College,2.0,2.0,"uttara,dhaka",20000.0,900
2118,Check This 900 Sq Ft Apartment In South Kattali For Rent Which Is Ready To Move In,2.0,2.0,"dakshinkattali,no.southkattaliward,chattogram",12000.0,900
2119,A Beautiful 900 Sq Ft Apartment Is Up For Rent At South Kattali,3.0,2.0,"dakshinkattali,no.southkattaliward,chattogram",10000.0,900
2120,A Beautiful Residence Is Ready For Rent In Middle Paikpara,1.0,1.0,"mirpur,dhaka",9000.0,500
2121,Residential Apartment Is Ready For Rent At Uttara 18 Nearby Ruap Masjid,3.0,3.0,"rajukuttaraapartmentproject,uttara,dhaka",15000.0,1654
2122,Well-constructed 500 Sq Ft Apartment Is Ready For Rent At West Rampura,2.0,1.0,"mohanagarhousing,westrampura,rampura,dhaka",12000.0,500
2123,1500 Square Feet Residential Appartment Is Waiting For Rent At Uttara Sector 15,3.0,3.0,"uttara,dhaka",25000.0,1500
2124,1500 Square Feet Residential Apartment Is Now Vacant For Rent At Uttara Sector 15,3.0,3.0,"uttara,dhaka",25000.0,1500
2125,"Your new home is waiting for you in this lovely apartment for rent includes 1500 SQ Ft at Halishahar, near Chatogram Port Container Terminal",3.0,2.0,"roadno,halishaharhousingestate,no.northhalishaharward,halishahar,chattogram",20000.0,1500
2126,"Apartment For Rent In Bashundhara, Near Apollo Hospitals",3.0,4.0,"bashundharar-a,dhaka",30000.0,1530
2127,"2900 Sq Ft Full-furnished Flat Is Up For Rent In Baridhara, Block K",3.0,4.0,"baridhara,dhaka",180000.0,2900
2128,"Pursue This 1300 Sq Ft Apartment Ready For Rent In Mirpur, Paikpara",3.0,3.0,"paikpara,mirpur,dhaka",16000.0,1300
2129,"600 Sq Ft Ready Flat For Rent In Khilkhet, Ekushey Road",2.0,2.0,"khilkhet,dhaka",11000.0,600
2130,"800 Sq Ft Comfortable Flat For Rent At Bayazid, Rahaman Nagar",2.0,2.0,"rahmannagar,nasirabad,bayazid,chattogram",10000.0,800
2131,Visit This Cozy 720 Sq Ft Ready Flat For Rent In Nikunja 2,2.0,2.0,"nikunja,nikunja,dhaka",17000.0,720
2132,A Modern Well-planned Flat Of 1500 Sq Ft Is Up For Rent Is Situated In Uttara Sector 15,3.0,2.0,"uttara,dhaka",25000.0,1500
2133,A 1200 Sq Ft Convenient Residential Apartment With East View Is Available For Rent At Kazir Dewri Close To Mount Hospital (pvt. ) Ltd,3.0,3.0,"kazirdewri,chattogram",30000.0,1200
2134,1300 Sq Ft Flat Is Now Available For Rent Nearby Lal Khan Bazar Central Mosque In Lal Khan Bazaar,3.0,3.0,"dampara,no.lalkhanbazaarward,lalkhanbazaar,chattogram",22000.0,1300
2135,Ready flat 1110 SQ FT is now for Rent in Kunjachaya nearby Kunjachaya Jame Masjid,3.0,2.0,"kunjachayaresidentialarea,bayazid,chattogram",11000.0,1110
2136,A Worthy 1120 Sq Ft Residential Flat Is Ready For Rent At West Raza Bazar Close To Pubali Bank Limited,3.0,3.0,"rajabazar,tejgaon,dhaka",30000.0,1120
2137,Ready For Move In! Check This 1500 Sq. ft Home Which Is Up For Rent In Uttara Next To 10 Number Sector Central Jame Masjid.,3.0,3.0,"uttara,dhaka",20000.0,1500
2138,"1100 Sq Ft Peaceful Flat For Rent In Khilkhet, Namapara",3.0,3.0,"namapara,khilkhet,dhaka",14000.0,1100
2139,You can take rent this lovely apartment of 850 sq ft to live a relaxed life at Jalalabad Housing Society,2.0,2.0,"jalalabadhousingsociety,westkhulshi,no.northpahartaliward,chattogram",15000.0,850
2140,Get ready to rent this ideally maintained 1250 sq ft apartment located in West Khulshi,3.0,3.0,"jalalabadhousingsociety,westkhulshi,no.northpahartaliward,chattogram",20000.0,1250
2141,This 1400 Sq Ft Apartment For Rent In South Khulshi,3.0,3.0,"southkhulshi,khulshi,chattogram",20000.0,1400
2142,Grab This 1750 Sq Ft Apartment Ready To Rent At 4 No Chandgaon Ward,3.0,3.0,"a-/a,chandgaonresidentialarea,nochandgaonward,chattogram",34000.0,1750
2143,Beautiful 700 SQ FT flat is available to Rent in Kazibari,2.0,2.0,"kazibari,dakshinkhan,dhaka",10000.0,700
2144,A Well-featured 900 Sq Ft Residence Is Ready For Rent At North Shahjahanpur,2.0,2.0,"northshahjahanpur,dhaka",18000.0,900
2145,"3200 Sq Ft Ready Flat With Amazing Rooms For Rent In Baridhara, Block K",4.0,4.0,"baridhara,dhaka",200000.0,3200
2146,View This 1400 Sq Ft Flat For Rent At 26 No. North Halishahar Ward,3.0,3.0,"roadno,halishaharhousingestate,no.northhalishaharward,halishahar,chattogram",25000.0,1400
2147,"A nicely constructed flat of 900 SQ FT can be found in Uttara Sector 14 for rent, near Bangladesh International Tutorial",2.0,2.0,"uttara,dhaka",20200.0,900
2148,Take Rent This Attractive And Comfortable Flat Of 1450 Sq Ft In A Safe Area Of Kallyanpur,3.0,3.0,"kallyanpur,mirpur,dhaka",20000.0,1450
2149,"Rent This 1300 Sq Ft Flat In The Great Locality Of Aftab Nagar, Block D",3.0,3.0,"aftabnagar,dhaka",40000.0,1300
2150,A 1150 Sq Ft Nice And Comfortable Flat Is Up For Rent In Bayazid Near To Halisahar Cantonment Public School & College. .,3.0,2.0,"hillviewr/a,bayazid,chattogram",15000.0,1150
2151,In Hill View R/A This 1000 Sq Ft Ready Flat Is Vacant For Rent .,3.0,2.0,"hillviewr/a,bayazid,chattogram",17000.0,1000
2152,1025 Sq Ft Flat For Rent In Pahartali Near Mohila College,3.0,2.0,"no.northpahartaliward,chattogram",11000.0,1025
2153,"This 850 SQ Ft apartment up for rent in Oxygen, near Oxygen Jame Masjid",2.0,2.0,"beparipara,oxygen,bayazid,chattogram",10500.0,850
2154,"Attention ! A 700 Sq. Ft Flat Is Up For Rent At Mirpur Close To Janata Housing Nurani Jame Masjid, This Is What You’ve Been Searching For As Your New Home!",2.0,2.0,"janatahousing,shahalibag,section,mirpur,dhaka",10000.0,700
2155,"In The Suitable Location Of Double Mooring, An Eye-catching Flat Of 1200 Sq Ft Is Up For Rent",4.0,3.0,"no.northagrabadward,doublemooring,chattogram",18000.0,1200
2156,Take a quick look at this 700 sq ft flat for rent in Rampura,2.0,2.0,"rampura,dhaka",15000.0,700
2157,500 Sq Ft Modest Apartment Is Available For Rent In Malibagh,2.0,1.0,"gulbag,malibagh,dhaka",14000.0,500
2158,A budget friendly 1150 SQ FT residential flat is ready for rent sited at West Sholoshohor area right close to Sholoshohor Karnafuly Market,3.0,3.0,"cosmopolitanr/a,no.westsholoshohorward,chattogram",18000.0,1150
2159,"1610 Sq. Ft. Semi Furnished Apartment For Rent Is Located At Uttara, Near To White Hall And Caters",3.0,3.0,"uttara,dhaka",40000.0,1610
2160,"Make This 1250 Sq Feet Nice Flat Yours, By Renting It In West Khulshi, Jalalabad Housing Society.",3.0,3.0,"jalalabadhousingsociety,westkhulshi,no.northpahartaliward,chattogram",20000.0,1250
2161,"Positioned at Lake Valley R/A, a 1450 SQ FT residential flat is quite accessible for renting near to USTC Hospital",3.0,3.0,"lakevalleyr/a,no.northpahartaliward,chattogram",21000.0,1450
2162,A Ready 950 Sq Ft Flat Is Available For Rent At Chawk Bazar,3.0,2.0,"devpahar,chawkbazar,no.chawkbazaarward,chattogram",22000.0,950
2163,Fairly Roomy Apartment Of 1500 Sq Ft Is Ready For Rent In Double Mooring,3.0,3.0,"karnaphulyabashikelaka,no.rampurward,doublemooring,chattogram",20000.0,1500
2164,850 Sq Ft Delightful Flat Is For Rent At Bayazid,2.0,2.0,"bangladeshco-operativehousingsociety,bayazid,chattogram",12000.0,850
2165,South Khulsi Is Giving You A 1100 Sq Ft Apartment Ready For Rent,3.0,2.0,"southkhulshi,khulshi,chattogram",18000.0,1100
2166,This 1300 Sq. ft Flat Which Is Available In 11 No. South Kattali Ward For Rent Will Ensure Your Higher Quality Of Living,3.0,3.0,"no.southkattaliward,chattogram",16000.0,1300
2167,"At Banani, Road No 28 flat for Rent close to Banani Thana",3.0,4.0,"banani,dhaka",110000.00000000001,2585
2168,Take A Look At This 1985 Sq Ft Furnished Apartment For Rent At Khulshi,2.0,3.0,"khulshihillr/a,northkhulshi,khulshi,chattogram",60000.0,1985
2169,This 1400 Sq Ft Apartment Is Ready For Rent At South Khulshi,3.0,3.0,"southkhulshi,khulshi,chattogram",20000.0,1400
2170,1500 Square Feet Residential Apartment Is Up For Rent At Uttara-15,3.0,3.0,"uttara,dhaka",22000.0,1500
2171,"Seize This Decently Constructed 1100 Sq Ft Flat For Rent In Mirpur, Dakkhin Paikpara",3.0,3.0,"dakkhinpaikpara,mirpur,dhaka",16000.0,1100
2172,"In The Suitable Location Of West Agargaon, An Eye-catching Apartment Of 1200 Sq Ft Is Up For Rent",3.0,3.0,"bonolotaabashikelaka,westagargaon,agargaon,dhaka",20000.0,1200
2173,"950 Sq Ft Flat Is Ready For Rent In Ibrahimmpur, Monipuri School Road",2.0,2.0,"ibrahimpur,dhaka",19000.0,950
2174,"A rightly planned 1300 SQ FT flat is found for rent in South Agrabad, near Bangladesh Bank Colony High School",3.0,3.0,"cdaresidentialarea,southagrabad,doublemooring,chattogram",18000.0,1300
2175,For Rental purpose 845 SQ FT flat is now up for Rent in Tejgaon close to Nakhalpara Jame Masjid,2.0,2.0,"eastnakhalpara,tejgaon,dhaka",20000.0,845
2176,1300 Sq Ft Apartment For Rent In Uttara Nearby Uttara Park,3.0,3.0,"uttara,dhaka",20000.0,1300
2177,"An apartment is ready for rent at North Pahartali Ward, near Dutch-Bangla Bank Limited ATM",3.0,3.0,"no.northpahartaliward,chattogram",22000.0,1505
2178,Flat For Rent In Double Mooring Near Anondipur Shishu Academy,3.0,2.0,"no.rampurward,doublemooring,chattogram",13000.0,1154
2179,At Kattali flat for Rent close to Kattali Jame Masjid,3.0,3.0,"dakshinkattali,no.southkattaliward,chattogram",16000.0,1200
2180,"1700 Square Feet Ready Flat Is Available For Rent At Block E, Aftab Nagar",4.0,3.0,"aftabnagar,dhaka",30000.0,1700
2181,"In Shiddheswari, A Home Of 3 Bedroom For Rent Is Available",3.0,4.0,"shiddheswari,dhaka",50000.0,1560
2182,This Nice 1250 Sq Ft Flat With Reasonable Price Is For Rent In Uttara 10.,3.0,3.0,"uttara,dhaka",20000.0,1250
2183,"In Mohammadpur, PC Culture Housing this flat is up for rent which is 850 SQ FT",3.0,2.0,"pcculturehousing,mohammadpur,dhaka",16000.0,850
2184,2-bedrooms Flat In Excellent Condition Is Up For Rent In The Location Of Shahi R/a,2.0,2.0,"shahiresidentialarea,badurtala,sholokbahar,chattogram",11000.0,970
2185,900 Sq Ft Residential Apartment Is Available For Rental Purpose In Uttara 13.,2.0,2.0,"uttara,dhaka",20000.0,900
2186,1550 SQ FT residential apartment is prepared to get rented at West Sholoshohor Ward,3.0,3.0,"no.westsholoshohorward,chattogram",25000.0,1550
2187,Near To Senpara Parbata Masjid A 650 Sq. ft Flat For Rent .,2.0,1.0,"senparaparbata,section,mirpur,dhaka",14000.0,650
2188,"If You Are Looking For A New Beautiful Home In Turag For Rent, Check This 1050 Sq Ft Flat",2.0,2.0,"kamarpara,turag,dhaka",13000.0,1050
2189,Your Desired Large 2 Bedroom Home In Jahuri Moholla Is Now Vacant For Rent,2.0,2.0,"jahurimoholla,mohammadpur,dhaka",15000.0,700
2190,Discover Your Place In A 1250 Sq Ft Structurally Well Built Flat For Rent In Chamilibag,3.0,2.0,"shantinagar,dhaka",26000.0,1250
2191,Build Your Home In This 1400 Sq Ft Flat Up For Rent In 15 No. Bagmoniram Ward,3.0,3.0,"ornizamroadresidentialarea,nasirabad,no.bagmoniramward,chattogram",45000.0,1400
2192,"A Perfect Flat Of 1650 Sq Ft Is Up For Rent In 15 No. Bagmoniram Ward, Nasirabad",3.0,3.0,"ornizamroadresidentialarea,nasirabad,no.bagmoniramward,chattogram",55000.0,1650
2193,Reside Conveniently In This Well Constructed 900 Sq. Ft. Flat For Rent In Bahaddarhat Near Bahaddarhat Bus Stop,2.0,2.0,"bahaddarhat,nochandgaonward,chattogram",13000.0,900
2194,A 1500 SQ FT very reasonable medium flat is available for rent at Uttara 7,3.0,3.0,"uttara,dhaka",40000.0,1500
2195,"Let Us Offer You This 700 Sq Ft Residential Flat For Rent In Kuril, Member Bari Road",2.0,2.0,"kuril,dhaka",14000.0,700
2196,"Make This 1200 Sq Ft Flat For Rent, Your Residing Location, In 30 No. East Madarbari Ward",2.0,2.0,"no.eastmadarbariward,chattogram",18000.0,1200
2197,Ready flat 1400 SQ FT is now for Rent in East Madarbari Ward nearby Islamia University College,3.0,3.0,"no.eastmadarbariward,chattogram",28000.0,1400
2198,For Rental purpose 626 SQ FT flat is now up to Rent in Mirpur 1,2.0,2.0,"section,mirpur,dhaka",12000.0,626
2199,At Halishahar Housing Estate A Nice Flat Up For Rent.,2.0,2.0,"roadno,halishaharhousingestate,no.northhalishaharward,halishahar,chattogram",10000.0,900
2200,Exquisite Apartment Is Up For Rent In A Beautiful Place Of North Khulshi.,4.0,5.0,"khulshihillr/a,northkhulshi,khulshi,chattogram",75000.0,3000
2201,Rent This Nice Apartment At Shah Ali Bag.,2.0,2.0,"section,mirpur,dhaka",11000.0,800
2202,"A Nice House Of 800 Sq Ft Is Available For Rent At Shah Ali Bag, With An Affordable Deal",2.0,2.0,"section,mirpur,dhaka",13000.0,800
2203,"Apartment For Rent In Colonel Hat , Near North Kattali Sub Post Office",2.0,2.0,"cdaresidentialarea,colonelhat,no.northkattaliward,chattogram",10000.0,765
2204,See this 900 SQ FT apartment which is up for rent in Bayazid near S. N Badsha Convention Hall,2.0,2.0,"shahidnagar,bayazid,chattogram",10000.0,900
2205,A Must See Apartment For Rent Is All Set For You In Uttara Near South Breeze School,2.0,2.0,"uttara,dhaka",17000.0,900
2206,Flat For Rent In Cda R/a Near Mosque,2.0,2.0,"cdar/a,no.northkattaliward,chattogram",11500.0,855
2207,"Close To Ibrahimpur Moddopara Jame Masjid, An Apartment Up For Rent Is Available In East Shewrapara",2.0,2.0,"eastshewrapara,mirpur,dhaka",15000.0,1050
2208,"At Mirpur, flat for Rent close to City Bank ATM",3.0,3.0,"mirpur,dhaka",17000.0,1400
2209,This Nice Flat Is Up For Rent In Baridhara Nearby Baridhara Jame Masjid,4.0,5.0,"baridhara,dhaka",250000.0,3200
2210,Near Noor Pahar Jame Masjid 1500 Sq. ft Flat For Rent In Chawk Bazar.,3.0,3.0,"devpahar,chawkbazar,no.chawkbazaarward,chattogram",30000.0,1500
2211,"Looking For A Tasteful Home To Rent In Turag,Fulbaria Road ? Check This One",3.0,3.0,"turag,dhaka",18000.0,1350
2212,1130 SQ FT flat is now to rent which is in Sholoshohor,3.0,2.0,"no.westsholoshohorward,chattogram",13500.0,1130
2213,"Start A New Home, In This, 2000 Sq Ft Flat For Rent In Bashundhara",3.0,4.0,"bashundharar-a,dhaka",35000.0,2000
2214,A Classy 900 Sq Ft Apartment Is Waiting To Be Rented Which Is Located In Uttara Sector 14.,2.0,3.0,"uttara,dhaka",18000.0,900
2215,"A Budget Friendly Lovely Residence Is Now Up For Rent In Aziz Moholla, Which Is 750 Sq Ft",2.0,2.0,"azizmoholla,mohammadpur,dhaka",16000.0,750
2216,"1100 SQ FT apartment for rent near Chandgaon R/A Jame Masjid Complex, in 4 No Chandgaon Ward",3.0,2.0,"chandrima,chandgaonresidentialarea,nochandgaonward,chattogram",15000.0,1100
2217,This Flat Is Now Vacant For Rent In Aftab Nagar Close To Dhaka Imperial College,4.0,3.0,"aftabnagar,dhaka",45000.0,2170
2218,Flat for Rent in Lal Khan Bazaar close to Lal Khan Bazaar Jame Masjid,3.0,3.0,"dampara,no.lalkhanbazaarward,lalkhanbazaar,chattogram",21000.0,1500
2219,1250 Sq Ft Flat For Rent In 9 No. North Pahartali Ward,3.0,3.0,"jalalabadhousingsociety,westkhulshi,no.northpahartaliward,chattogram",20000.0,1250
2220,"1600 Square Feet Apartment Is For Rent In Shyamoli, Mohonpur Road",3.0,4.0,"shyamoli,dhaka",25000.0,1600
